item_basico,nome_produto,preco,preco_original,em_oferta,loja_market_id,categoria_id,codigo_barras,estoque,slug,url_produto
oleo,TEMPERO SAZÓN FEIJÃO 60G,6.37,6.37,False,355,13799,7891132019724,5,sazon-marrom-48x12x5g,https://mercadinhossaoluiz.com.br/produto/sazon-marrom-48x12x5g
oleo,REALÇADOR DE SABOR AJI-SAL 100G,8.89,8.89,False,355,13799,7891132082018,2,aji-sal-36-frasco-x-100-gr,https://mercadinhossaoluiz.com.br/produto/aji-sal-36-frasco-x-100-gr
oleo,TEMPERO GRILL MAGGI 120G,12.41,12.41,False,355,13799,7891000502204,8,tempero-gril-maggi-120g,https://mercadinhossaoluiz.com.br/produto/tempero-gril-maggi-120g
oleo,TEMPERO FONDOR MAGGI 120G,12.41,12.41,False,355,13799,7891000502105,3,tempero-fondor-maggi-120g,https://mercadinhossaoluiz.com.br/produto/tempero-fondor-maggi-120g
oleo,MOLHO INGLÊS MINHOTO 150ML,9.42,9.42,False,355,13799,7896013101697,9,molho-ingles-minhoto-150ml,https://mercadinhossaoluiz.com.br/produto/molho-ingles-minhoto-150ml
oleo,PIMENTA BRANCA ISHASHI EM PÓ 40G,8.2,8.2,False,355,13799,7896244830137,6,pimenta-branca-ishashi-40g,https://mercadinhossaoluiz.com.br/produto/pimenta-branca-ishashi-40g
oleo,CURRY ISHASHI 30G,6.73,6.73,False,355,13799,7896244830182,17,curry-ishashi-30g,https://mercadinhossaoluiz.com.br/produto/curry-ishashi-30g
oleo,PIMENTA DO REINO ISHASHI EM PÓ 40G,8.58,8.58,False,355,13799,7896244830090,11,pimenta-do-reino-ishashi-em-po-40g,https://mercadinhossaoluiz.com.br/produto/pimenta-do-reino-ishashi-em-po-40g
oleo,PIMENTA DO REINO ISHASHI EM GRÃO 40G,7.99,7.99,False,355,13799,7896244830144,15,pimenta-ishashi-grao-40g,https://mercadinhossaoluiz.com.br/produto/pimenta-ishashi-grao-40g
oleo,ORÉGANO ISHASHI 10G,6.09,6.09,False,355,13799,7896244830076,42,oregano-ishashi-10g,https://mercadinhossaoluiz.com.br/produto/oregano-ishashi-10g
oleo,FOLHA DE LOURO ISHASHI 5G,6.37,6.37,False,355,13799,7896244830052,21,louro-folha-ishashi-5g,https://mercadinhossaoluiz.com.br/produto/louro-folha-ishashi-5g
oleo,COMINHO ISHASHI EM PÓ 40G,7.36,7.36,False,355,13799,7896244830014,12,cominho-ishashi-em-po-40g,https://mercadinhossaoluiz.com.br/produto/cominho-ishashi-em-po-40g
oleo,CRAVO ISHASHI 20G,8.37,8.37,False,355,13799,7896244830038,11,cravo-da-india-ishashi-20g,https://mercadinhossaoluiz.com.br/produto/cravo-da-india-ishashi-20g
oleo,CANELA EM PÓ ISHASHI 40G,9.0,9.0,False,355,13799,7896244810030,22,canela-ishashi-po-40g,https://mercadinhossaoluiz.com.br/produto/canela-ishashi-po-40g
oleo,BICARBONATO DE SÓDIO ISHASHI 50G,6.09,6.09,False,355,13799,7896244810122,19,bicarbonato-sodio-ishashi-50g,https://mercadinhossaoluiz.com.br/produto/bicarbonato-sodio-ishashi-50g
oleo,MOLHO DE PIMENTA KNORR 150ML,10.2,10.2,False,355,13799,7891234000187,12,molho-de-pimenta-knorr-tradicional-150ml,https://mercadinhossaoluiz.com.br/produto/molho-de-pimenta-knorr-tradicional-150ml
oleo,TEMPERO COMPLETO ARISCO SEM PIMENTA 300G,9.46,9.46,False,355,13799,7891700011204,10,tempero-completo-arisco-sem-pimenta-300g,https://mercadinhossaoluiz.com.br/produto/tempero-completo-arisco-sem-pimenta-300g
oleo,MAIONESE HELLMANN`S TRADICIONAL POTE 250G,11.46,11.46,False,355,13799,7894000050027,35,maionese-hellmanns-tradicional-250g,https://mercadinhossaoluiz.com.br/produto/maionese-hellmanns-tradicional-250g
